Qualification,Experience,Rating,Profile,Fees,Number_degrees_diploma_certificate,Qual_unknown,Qual_BDS,Qual_BHMS,Qual_BAMS,Qual_MBBS,Qual_MS,Qual_MD,Qual_MDS,Qual_DIPLOMA,Qual_PHD,Qual_others,Area,City,Number_Feedback,Approx_Fees,Misc_Info,Area_Codes,City_Bangalore,City_Chennai,City_Coimbatore,City_Delhi,City_Ernakulam,City_Hyderabad,City_Mumbai,City_Sector 5,City_Thiruvananthapuram,City_Unknown,Profile_Ayurveda,Profile_Dentist,Profile_Dermatologists,Profile_ENT Specialist,Profile_General Medicine,Profile_Homeopath
"MBBS, DDV",15,95,Dermatologists,600,2,0,0,0,0,1,0,0,0,1,0,0,Chandivali,Mumbai,18,0,1,112,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"MBBS, MD - Tuberculosis & Respiratory Diseases/Medicine",11,0,General Medicine,300,2,0,0,0,0,1,0,1,0,0,0,0,Uttam Nagar,Delhi,0,0,0,864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
BDS,11,100,Dentist,300,1,0,1,0,0,0,0,0,0,0,0,0,Gujranwala Town,Delhi,0,0,1,237,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
MBBS,5,0,General Medicine,800,1,0,0,0,0,1,0,0,0,0,0,0,Greater Kailash Part 1,Delhi,0,0,1,232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"MS - General Surgery, Diploma in Otorhinolaryngology (DLO)",24,0,ENT Specialist,300,2,0,0,0,0,0,1,0,0,1,0,0,Kodambakkam,Chennai,0,0,0,388,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"DDVL, Diploma in Health Administration, MD - Dermatology, MBBS",13,90,Dermatologists,100,4,0,0,0,0,1,0,1,0,1,0,0,Defence Colony,Delhi,55,0,1,160,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology",12,0,Dermatologists,800,2,0,0,0,0,1,0,1,0,0,0,0,Panchsheel Park,Delhi,0,800,1,612,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
BDS,5,98,Dentist,200,1,0,1,0,0,0,0,0,0,0,0,0,Thoraipakkam,Chennai,0,0,1,840,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BHMS,8,100,Homeopath,350,1,0,0,1,0,0,1,0,0,0,0,0,South Extension 2,Delhi,9,0,1,793,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, MD - Skin & VD, FAMS - Fellowship of the Academy Medicine",8,0,Dermatologists,100,3,0,0,0,0,1,1,1,0,0,0,0,Kandivali East,Mumbai,0,0,0,344,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
MBBS,35,0,General Medicine,200,1,0,0,0,0,1,0,0,0,0,0,0,Andheri West,Mumbai,0,0,0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"MBBS, Diploma in Dermatology",24,0,Dermatologists,300,2,0,0,0,0,1,0,0,0,1,0,0,Malleswaram,Bangalore,0,0,0,476,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, DDVL",14,89,Dermatologists,500,2,0,0,0,0,1,0,0,0,1,0,0,Indiranagar,Bangalore,112,0,1,271,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Internal Medicine, DNB - Internal Medicine",19,89,General Medicine,400,3,0,0,0,0,1,0,1,0,1,0,0,KPHB,Hyderabad,0,0,1,315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"MD - General Medicine, MBBS",34,100,General Medicine,100,2,0,0,0,0,1,0,1,0,0,0,0,Borivali West,Mumbai,2,0,1,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"MBBS, MS - ENT, DNB - ENT, FRCS - General Surgery",21,74,ENT Specialist,500,4,0,0,0,0,1,1,0,0,1,0,0,Pallikaranai,Chennai,0,0,1,607,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MBBS,13,96,General Medicine,750,1,0,0,0,0,1,0,0,0,0,0,0,Jubilee Hills,Hyderabad,20,0,1,311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"MBBS, MS - ENT",39,86,ENT Specialist,800,2,0,0,0,0,1,1,0,0,0,0,0,Pitampura,Delhi,15,0,1,650,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO)",35,100,ENT Specialist,200,2,0,0,0,0,1,0,0,0,1,0,0,Banashankari 3rd Stage,Bangalore,1,0,1,67,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"BHMS, MD - Homeopathy",36,0,Homeopath,250,2,0,0,1,0,0,1,1,0,0,0,0,Kolenchery,Ernakulam,0,0,0,391,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"MBBS, Diploma in Otorhinolaryngology (DLO), MRCS (UK)",19,100,ENT Specialist,300,3,0,0,0,0,1,0,0,0,1,0,0,Kumaraswamy Layout,Bangalore,9,0,1,423,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, DDVL",10,89,Dermatologists,800,2,0,0,0,0,1,0,0,0,1,0,0,Vadapalani,Chennai,0,0,1,867,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, DNB - ENT",7,0,ENT Specialist,300,2,0,0,0,0,1,0,0,0,1,0,0,Manikonda,Hyderabad,0,0,0,485,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
MBBS,32,0,General Medicine,150,1,0,0,0,0,1,0,0,0,0,0,0,Gandhipuram,Coimbatore,0,0,0,213,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
BDS,18,92,Dentist,400,1,0,1,0,0,0,0,0,0,0,0,0,Yeshwanthpur,Bangalore,0,0,1,935,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BHMS, MD - Homeopathy, PhD - Homoeopathy",17,99,Homeopath,100,3,0,0,1,0,0,1,1,0,0,1,0,Ayanavaram,Chennai,0,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BDS, Certificate in Dental Implants, MDS - Orthodontics and Dentofacial Orthopaedics",9,100,Dentist,300,3,0,1,0,0,0,1,1,1,0,0,0,Vyttila,Ernakulam,5,0,1,918,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
BAMS,5,100,Ayurveda,200,1,0,0,0,1,0,1,0,0,0,0,0,Basaveshwaranagar,Bangalore,17,0,1,77,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BHMS,20,0,Homeopath,100,1,0,0,1,0,0,1,0,0,0,0,0,Malad West,Mumbai,0,0,0,471,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BAMS,9,0,Ayurveda,300,1,0,0,0,1,0,1,0,0,0,0,0,Vikas Puri,Delhi,0,0,0,901,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
DHMS (Diploma in Homeopathic Medicine and Surgery),35,100,Homeopath,500,1,0,0,0,0,0,1,1,0,1,0,0,T Nagar,Chennai,4,0,1,814,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, MS - ENT",17,95,ENT Specialist,500,2,0,0,0,0,1,1,0,0,0,0,0,HSR Layout,Bangalore,0,0,1,244,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"BDS, MDS - Periodontology and Oral Implantology",6,0,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Kondapur,Hyderabad,0,0,0,394,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
BDS,10,100,Dentist,300,1,0,1,0,0,0,0,0,0,0,0,0,Andheri East,Mumbai,0,0,1,28,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"MBBS, MS - ENT",5,100,ENT Specialist,100,2,0,0,0,0,1,1,0,0,0,0,0,Sulur,Coimbatore,3,0,1,807,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
MBBS,36,95,General Medicine,600,1,0,0,0,0,1,0,0,0,0,0,0,Adyar,Chennai,5,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BDS, MDS - Periodontics",19,94,Dentist,100,2,0,1,0,0,0,1,1,1,0,0,0,Indiranagar,Bangalore,0,0,1,271,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BAMS,11,0,Ayurveda,300,1,0,0,0,1,0,1,0,0,0,0,0,Krishna Nagar,Delhi,0,0,0,418,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
BDS,12,99,Dentist,150,1,0,1,0,0,0,0,0,0,0,0,0,Langer House,Hyderabad,0,0,1,438,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology",17,80,Dermatologists,400,2,0,0,0,0,1,0,1,0,0,0,0,Thiruvanmiyur,Chennai,3,0,1,836,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology",18,96,Dermatologists,500,2,0,0,0,0,1,0,1,0,0,0,0,Malleswaram,Bangalore,0,0,0,476,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MDS - Oral & Maxillofacial Surgery, BDS",7,0,Dentist,300,2,0,1,0,0,0,1,1,1,0,0,0,Dwarka,Delhi,0,0,1,176,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
BDS,14,0,Dentist,200,1,0,1,0,0,0,0,0,0,0,0,0,Powai,Mumbai,1,0,1,660,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
BAMS,0,0,Ayurveda,100,1,0,0,0,1,0,1,0,0,0,0,0,Bhandup West,Mumbai,0,0,0,87,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"MBBS, DNB - Family Medicine",12,95,General Medicine,400,2,0,0,0,0,1,0,1,0,1,0,0,Janak Puri,Delhi,67,0,1,293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - General Medicine",28,83,General Medicine,200,2,0,0,0,0,1,0,1,0,0,0,0,Rajajinagar,Bangalore,3,0,1,681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BHMS,9,100,Homeopath,200,1,0,0,1,0,0,1,0,0,0,0,0,South Extension 1,Delhi,48,0,1,792,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BAMS,18,0,Ayurveda,300,1,0,0,0,1,0,1,0,0,0,0,0,Borivali West,Mumbai,0,0,0,98,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"MS - ENT, DNB - ENT, Diploma in Otorhinolaryngology (DLO)",28,96,ENT Specialist,100,3,0,0,0,0,0,1,0,0,1,0,0,Kemps Corner,Mumbai,15,0,1,369,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"PhD - Orthodontics & Dentofacial Orthopaedics, BDS",16,93,Dentist,200,2,0,1,0,0,0,0,0,0,0,1,0,Peelamedu,Coimbatore,11,0,1,634,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"BHMS, MD - Homeopathy, MS - Psychology",7,100,Homeopath,500,3,0,0,1,0,0,1,1,0,0,0,0,Kandivali West,Mumbai,11,0,1,345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"BDS, MS - Pediatric",11,98,Dentist,100,2,0,1,0,0,0,1,0,0,0,0,0,Thevara,Ernakulam,4,0,1,832,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - General Medicine, Member of the Royal Society for the Promotion of Health (UK) (MRSH), Post Graduate Diploma in Endocrinology",27,88,General Medicine,300,4,0,0,0,0,1,1,1,0,1,0,0,Wilson Garden,Bangalore,9,0,1,927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, DDV",18,76,Dermatologists,400,2,0,0,0,0,1,0,0,0,1,0,0,RT Nagar,Bangalore,4,0,1,676,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BAMS, MD - Ayurveda Medicine",32,0,Ayurveda,300,2,0,0,0,1,0,1,1,0,0,0,0,Wadala,Mumbai,0,0,0,919,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
MBBS,32,0,General Medicine,500,1,0,0,0,0,1,0,0,0,0,0,0,Pahar Ganj,Delhi,0,0,0,599,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"BAMS, MD - Ayurveda Medicine",12,0,Ayurveda,150,2,0,0,0,1,0,1,1,0,0,0,0,Chanchalguda,Hyderabad,0,0,0,110,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
BHMS,15,0,Homeopath,600,1,0,0,1,0,0,1,0,0,0,0,0,Chikkadpally,Hyderabad,0,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MBBS,58,92,General Medicine,100,1,0,0,0,0,1,0,0,0,0,0,0,Old Rajendra Nagar,Delhi,12,0,1,589,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"MD - Internal Medicine, Post Graduate Diploma in Diabetology (PGDD), MBBS",17,85,General Medicine,100,3,0,0,0,0,1,0,1,0,1,0,0,Andheri East,Mumbai,1,0,1,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
MDS - Oral & Maxillofacial Surgery,13,0,Dentist,100,1,0,0,0,0,0,1,1,1,0,0,0,Pasur-avanashi,Coimbatore,0,0,0,625,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, MDS - Prosthodontics",5,100,Dentist,100,2,0,1,0,0,0,1,1,1,0,0,0,Kandivali West,Mumbai,0,0,1,345,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"MBBS, DDV",20,0,Dermatologists,300,2,0,0,0,0,1,0,0,0,1,0,0,Nagarbhavi,Bangalore,0,0,0,541,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MS - ENT, MBBS",31,92,ENT Specialist,800,2,0,0,0,0,1,1,0,0,0,0,0,Old Rajendra Nagar,Delhi,20,0,1,589,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy",10,0,Dermatologists,500,3,0,0,0,0,1,0,1,0,0,0,0,Lajpat Nagar,Delhi,0,0,0,433,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
MBBS,42,0,General Medicine,250,1,0,0,0,0,1,0,0,0,0,0,0,Mayur Vihar Ph-I,Delhi,0,0,0,497,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"BDS, MDS",13,95,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Manikonda,Hyderabad,0,0,1,485,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"DHMS (Diploma in Homeopathic Medicine and Surgery), M.Sc.- Clinical Nutrition and Dietetics, MSc - Psychotherapy And Counselling",27,0,Homeopath,500,3,0,0,0,0,0,1,1,0,1,0,0,Indiranagar,Bangalore,0,0,0,271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, MD - Dermatology , Venereology & Leprosy",4,0,Dermatologists,500,3,0,0,0,0,1,0,1,0,0,0,0,Kondapur,Hyderabad,0,0,0,394,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
MD - Ayurveda Medicine,16,0,Ayurveda,300,1,0,0,0,0,0,0,1,0,0,0,0,Dilshad Garden,Delhi,0,0,0,168,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS, MS - ENT, MRCS (UK)",18,95,ENT Specialist,600,3,0,0,0,0,1,1,0,0,0,0,0,Janak Puri,Delhi,0,0,1,293,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, DDVL",15,96,Dermatologists,450,2,0,0,0,0,1,0,0,0,1,0,0,Porur,Chennai,48,0,1,658,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BDS,5,0,Dentist,300,1,0,1,0,0,0,0,0,0,0,0,0,Pallikaranai,Chennai,0,0,1,607,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BHMS,11,0,Homeopath,400,1,0,0,1,0,0,1,0,0,0,0,0,Whitefield,Bangalore,0,0,0,926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BAMS,26,0,Ayurveda,100,1,0,0,0,1,0,1,0,0,0,0,0,Vijayanagar,Bangalore,0,0,0,897,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BAMS, MS (Shalyatantra), MSc - Yoga",14,0,Ayurveda,250,3,0,0,0,1,0,1,0,0,0,0,0,Arekere,Bangalore,0,0,0,34,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BAMS,6,0,Ayurveda,250,1,0,0,0,1,0,1,0,0,0,0,0,Whitefield,Bangalore,0,0,1,926,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS, MS - ENT, DLO",27,0,ENT Specialist,700,3,0,0,0,0,1,1,0,0,1,0,0,Alwarpet,Chennai,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BAMS,8,0,Ayurveda,150,1,0,0,0,1,0,1,0,0,0,0,0,Pappanamcode,Thiruvananthapuram,0,0,0,617,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"MBBS, MS - ENT, DNB - ENT",9,97,ENT Specialist,300,3,0,0,0,0,1,1,0,0,1,0,0,Aluva,Ernakulam,40,0,1,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"BDS, Post Graduate Diploma in Advanced Implantology",15,0,Dentist,500,2,0,1,0,0,0,0,0,0,1,0,0,Nariman Point,Mumbai,0,0,1,558,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
BDS,7,98,Dentist,80,1,0,1,0,0,0,0,0,0,0,0,0,Kilkattalai,Chennai,0,0,1,379,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology",14,0,Dermatologists,300,2,0,0,0,0,1,0,1,0,0,0,0,Dilsukhnagar,Hyderabad,0,0,0,169,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
MBBS,45,0,General Medicine,50,1,0,0,0,0,1,0,0,0,0,0,0,Kurla West,Mumbai,0,0,0,430,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"MBBS, MD - Alternate Medicine, Post Graduate Diploma in Counselling & Psychotherapy, MS - Counselling & Psychotherapy, PhD - Alternative Medicine",21,56,General Medicine,100,5,0,0,0,0,1,1,1,0,1,1,0,Begumpet,Hyderabad,17,0,1,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
BDS,14,96,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,Kaloor,Ernakulam,2,0,1,334,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"BDS, Fellowship in Oral implantlogy",6,0,Dentist,200,2,0,1,0,0,0,0,0,0,0,0,0,Ramnagar,Coimbatore,0,0,0,696,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology",8,97,Dermatologists,500,2,0,0,0,0,1,0,1,0,0,0,0,Indiranagar,Bangalore,39,0,1,271,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - ENT",27,0,ENT Specialist,100,2,0,0,0,0,1,1,0,0,0,0,0,Saket,Delhi,0,0,1,734,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BAMS,44,0,Ayurveda,50,1,0,0,0,1,0,1,0,0,0,0,0,Malad West,Mumbai,0,0,0,471,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
BHMS,11,0,Homeopath,450,1,0,0,1,0,0,1,0,0,0,0,0,Hitech City,Hyderabad,0,0,1,259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"MBBS, DDVL",11,80,Dermatologists,300,2,0,0,0,0,1,0,0,0,1,0,0,Dilsukhnagar,Hyderabad,4,0,1,169,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
BHMS,28,0,Homeopath,250,1,0,0,1,0,0,1,0,0,0,0,0,Goregaon East,Mumbai,0,0,0,224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"MD - General Medicine, MBBS",30,0,General Medicine,100,2,0,0,0,0,1,0,1,0,0,0,0,Velandipalayam,Coimbatore,0,0,0,886,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"BHMS, Diploma in Personal Counselling Skills (DPCS)",16,100,Homeopath,100,2,0,0,1,0,0,1,0,0,1,0,0,Ghatkopar East,Mumbai,13,0,1,217,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BDS,11,99,Dentist,200,1,0,1,0,0,0,0,0,0,0,0,0,Mulund West,Mumbai,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"MBBS, MS - ENT",17,93,ENT Specialist,300,2,0,0,0,0,1,1,0,0,0,0,0,Yousufguda,Hyderabad,6,0,1,936,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"MBBS, MD - Dermatology, DNB - Dermatology, Venereology & Leprosy",15,100,Dermatologists,800,4,0,0,0,0,1,0,1,0,1,0,0,Andheri West,Mumbai,15,0,1,29,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
BDS,8,0,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,Jayanagar,Bangalore,0,0,1,297,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GCEH,33,0,Homeopath,100,1,0,0,0,0,0,0,0,0,0,0,1,Ghatkopar West,Mumbai,0,0,0,218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MBBS,30,99,General Medicine,400,1,0,0,0,0,1,0,0,0,0,0,0,Wadala,Mumbai,0,0,1,919,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
BHMS,3,0,Homeopath,700,1,0,0,1,0,0,1,0,0,0,0,0,Janak Puri,Delhi,0,0,0,293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BDS,4,0,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,TVM Beach,Thiruvananthapuram,0,0,0,818,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"MBBS, MS - General Surgery, DNB",27,0,General Medicine,100,3,0,0,0,0,1,1,0,0,1,0,0,Vanagaram,Chennai,0,0,0,874,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BHMS, Certification in Personal Counsling",16,0,Homeopath,600,2,0,0,1,0,0,1,0,0,0,0,0,Worli,Mumbai,0,0,0,928,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BDS,21,0,Dentist,200,1,0,1,0,0,0,0,0,0,0,0,0,Koramangala 1 Block,Bangalore,0,0,1,399,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DHMS (Diploma in Homeopathic Medicine and Surgery),37,0,Homeopath,200,1,0,0,0,0,0,1,1,0,1,0,0,Kodambakkam,Chennai,0,0,0,388,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BHMS,19,0,Homeopath,100,1,0,0,1,0,0,1,0,0,0,0,0,Mayur Vihar Ph-I,Delhi,0,0,0,497,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BAMS,15,0,Ayurveda,200,1,0,0,0,1,0,1,0,0,0,0,0,Saki Vihar Road,Mumbai,0,0,0,735,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
MS - Otorhinolaryngology,6,0,ENT Specialist,500,1,0,0,0,0,0,1,0,0,0,0,0,Versova,Mumbai,0,0,0,892,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"BDS, MDS - Conservative Dentistry & Endodontics",25,95,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,CV Raman Nagar,Bangalore,0,0,1,105,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Post Graduate Diploma in Healthcare Management(PGDHM), MBBS, MD - Internal Medicine",40,0,General Medicine,500,3,0,0,0,0,1,0,1,0,1,0,0,Secunderabad,Hyderabad,0,0,0,755,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"MBBS, MS - ENT",25,98,ENT Specialist,800,2,0,0,0,0,1,1,0,0,0,0,0,Shalimar Bagh,Delhi,0,0,1,769,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy, Fellowship in Lasers & Cosmetology",9,0,Dermatologists,400,4,0,0,0,0,1,0,1,0,0,0,0,BTM Layout 1st Stage,Bangalore,0,0,0,53,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, Fellowship In Anti-Aging And Aesthetic Medicine, Diploma in Practical Dermatology, Fellow Hair Transplant Surgery, Fellowship in Lasers & Advanced Dermatology",16,94,Dermatologists,500,5,0,0,0,0,1,0,1,0,1,0,0,Jubilee Hills,Hyderabad,15,0,1,311,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
BDS,46,98,Dentist,200,1,0,1,0,0,0,0,0,0,0,0,0,Ramkoti,Hyderabad,0,0,1,695,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Internal Medicine",35,0,General Medicine,600,2,0,0,0,0,1,0,1,0,0,0,0,Saket,Delhi,0,0,0,734,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"BDS, MDS - Paedodontics And Preventive Dentistry",9,97,Dentist,500,2,0,1,0,0,0,1,1,1,0,0,0,Borivali West,Mumbai,0,0,1,98,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"DNB - Paediatrics, MRCPCH (UK), MBBS",30,0,General Medicine,500,3,0,0,0,0,1,0,0,0,1,0,0,MRC Nagar,Chennai,1,500,1,449,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, Diploma in Otorhinolaryngology (DLO)",41,0,General Medicine,100,2,0,0,0,0,1,0,0,0,1,0,0,Malkajgiri,Hyderabad,0,0,0,473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"BDS, MDS - Oral Medicine and Radiology",15,99,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Yelahanka New Town,Bangalore,0,0,1,932,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MD - Homeopathy, Diploma in Obesity managemnt, BHMS",11,97,Homeopath,100,3,0,0,1,0,0,1,1,0,1,0,0,Malad West,Mumbai,0,0,1,471,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"MBBS, MS - ENT",9,99,ENT Specialist,500,2,0,0,0,0,1,1,0,0,0,0,0,Gachibowli,Hyderabad,0,0,1,208,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"BAMS, Certificate Course In Therapeutic Yoga",10,100,Ayurveda,250,2,0,0,0,1,0,1,0,0,0,0,0,Mogappair West,Chennai,0,0,1,518,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BHMS,18,0,Homeopath,200,1,0,0,1,0,0,1,0,0,0,0,0,Mayur Vihar Ph-III,Delhi,0,0,0,499,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BHMS,8,0,Homeopath,60,1,0,0,1,0,0,1,0,0,0,0,0,Kurla East,Mumbai,0,0,0,429,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"MBBS, MS - ENT",38,0,ENT Specialist,500,2,0,0,0,0,1,1,0,0,0,0,0,Ashok Vihar,Delhi,0,0,0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, MD - General Medicine, DNB - Nephrology",33,80,General Medicine,100,3,0,0,0,0,1,0,1,0,1,0,0,Mahim,Mumbai,0,0,1,466,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
